original_text,masked_text,original_masked_word,mask_predicted
"енді ғана ауылдан қалаға қарай бет бұрған немесе жаңадан кәсіп бастаған стартапер болсам, жеңіске жет-кен адамдарды тауып алып, олардың тренингтеріне ба-рып, сол ортаны зерттейтін едім","енді ғана ауылдан қалаға <mask> бет бұрған немесе жаңадан кәсіп бастаған стартапер болсам, жеңіске жет-кен адамдарды тауып алып, олардың тренингтеріне ба-рып, сол ортаны зерттейтін едім",қарай,қарай
"мә, жеңдер, мә, мә », – деп уыс-уыс кәмпит береді","мә, жеңдер, мә, мә », – деп уыс-уыс <mask> береді",кәмпит,батасын
"егер бұл жолы келе қалса, банзаров « жасаңыз","егер бұл <mask> келе қалса, банзаров « жасаңыз",жолы,уақыт
"тамаша ән, тісі түсіп қалған кішкентай қыз елге көрінуге ұялып үйден шықпайды","тамаша ән, тісі <mask> қалған кішкентай қыз елге көрінуге ұялып үйден шықпайды",түсіп,түсіп
"xviii тарау қаза қайғыға қажып, қуанышқа марқаймас темір өзек пері кебіне түсе бастаған, еңсесі — батпан зіл, көңілі — қара тас ораз-мұхамед айналасы екі-үш күн ішінде бар бітіс-болмысы, жан жүйесімен қайта жаңғырған — отыз тоғыз жылдық ғұмырында осымен нешінші мәрте іштей түлеп, ата қаны, ана сүті бойына құйған, туған топырағы қалыптастырған табиғи тұлғасын тапты — бейнетке, қазаға толы қапалы тірлік, айқаспен өтер, ақылмен тыншыр асқақ өмірдің жаңа бір сатысына — өткенге ой сүзгісінен қарап, болашақтың сұлбасын айқын пайымдар тұғырлы биікке шықты","xviii тарау қаза қайғыға қажып, қуанышқа марқаймас темір өзек пері кебіне түсе бастаған, еңсесі — батпан зіл, көңілі — қара тас ораз-мұхамед айналасы екі-үш күн ішінде бар бітіс-болмысы, жан жүйесімен қайта жаңғырған — отыз тоғыз жылдық ғұмырында осымен нешінші мәрте іштей <mask> ата қаны, ана сүті бойына құйған, туған топырағы қалыптастырған табиғи тұлғасын тапты — бейнетке, қазаға толы қапалы тірлік, айқаспен өтер, ақылмен тыншыр асқақ өмірдің жаңа бір сатысына — өткенге ой сүзгісінен қарап, болашақтың сұлбасын айқын пайымдар тұғырлы биікке шықты","түлеп,",","
"шал төрт жігіттің алдын тосып, ақыл айтады",шал төрт жігіттің алдын <mask> ақыл айтады,"тосып,",ала
"бұл етпетінен түскенің де мына жарық дүниеде бітіре алмай кеткен бір тығыз шаруасы бардай, бір діттеген жеріне қалай да жетуге талпынғандай, екі қолымен топырақ тырмалап, жер бауырлап жылжуға жанталасып жатқан сияқты","бұл етпетінен түскенің де мына жарық дүниеде бітіре алмай <mask> бір тығыз шаруасы бардай, бір діттеген жеріне қалай да жетуге талпынғандай, екі қолымен топырақ тырмалап, жер бауырлап жылжуға жанталасып жатқан сияқты",кеткен,","
"сейіт кедей болса да, күнделік нан, шайын күндегі ауыр еңбегімен таба жүріп, сол аз табысын келген-кеткеннен аямайтын","сейіт <mask> болса да, күнделік нан, шайын күндегі ауыр еңбегімен таба жүріп, сол аз табысын келген-кеткеннен аямайтын",кедей,ім
мағаш осы кезде басын жастықтан жұлып алып: – тай қайда,мағаш осы кезде басын жастықтан жұлып <mask> – тай қайда,алып:,алды
сол қатын қартая келе — ана,сол қатын қартая <mask> — ана,келе,ма
"көріскен кісіні айырғанды парыз көріп алған қатындар тоқтау айтып, айқасқан қолдарын жазып, салиқалы « бозінген » де пешке сүйеніп: — енді қайтсын","көріскен кісіні айырғанды парыз көріп алған қатындар тоқтау айтып, айқасқан қолдарын жазып, <mask> « бозінген » де пешке сүйеніп: — енді қайтсын",салиқалы,сосын
"бас қатырғышпен ойнап болған соң, балалардың бәрін « одан да жақсы ойынмен » ойната бастаған ( естеріңізге сала кетейік, бұл « одан да жақсы ойынның » алдыңғы ойын үшін сыйақы екенін балалардың жартысы ғана білген )","бас қатырғышпен ойнап болған соң, балалардың бәрін « <mask> да жақсы ойынмен » ойната бастаған ( естеріңізге сала кетейік, бұл « одан да жақсы ойынның » алдыңғы ойын үшін сыйақы екенін балалардың жартысы ғана білген )",одан,одан
"келіншегіне жаны ашып, жүрегі ауырды","келіншегіне жаны ашып, <mask> ауырды",жүрегі,жаны
бірақ ол өз-өзін жеңді: қара көздерімен маған қадала қарады,бірақ ол өз-өзін жеңді: қара көздерімен маған <mask> қарады,қадала,жалт
одан да қымызың болса бер,одан да <mask> болса бер,қымызың,көп
"басы пысынаған, елтірі қара бөрікті қолына алып, қос ауыз мылтықпен қосып ұстапты","басы пысынаған, елтірі <mask> бөрікті қолына алып, қос ауыз мылтықпен қосып ұстапты",қара,дей
"енді бір сәтте шебер үйреншікті қолымен №117-бөлмедегі балконның тортемірін ысырды, маргарита оның соңынан ерді","енді <mask> сәтте шебер үйреншікті қолымен №117-бөлмедегі балконның тортемірін ысырды, маргарита оның соңынан ерді",бір,сол
үй iшiне үндемей көз тастап отырған ербол осындай жайларды топшылаумен болды,үй iшiне үндемей көз <mask> отырған ербол осындай жайларды топшылаумен болды,тастап,жазып
бұл аймақта болып жарымайтын қыстың аз ғана айлары да зырлап өте шықты,бұл аймақта болып жарымайтын <mask> аз ғана айлары да зырлап өте шықты,қыстың,адамдардың
"үш болысқа бұл кесiк өрескел тәрiзденгенмен, олар амалсыз, титығы құрып, үнсiз қалды","үш болысқа бұл кесiк өрескел тәрiзденгенмен, <mask> амалсыз, титығы құрып, үнсiз қалды",олар,ол
мен оған не істеймін,мен <mask> не істеймін,оған,енді
"бұлар эстрада алдына жеткенше шыжандай адам рысқұлов пен фрунзенің келгенінен бәрі хабардар болып, көргісі келіп, мойындарын созып, алға кимелеп, бірін-бірі таптап кете жаздап, маза кете бастады","бұлар эстрада алдына жеткенше шыжандай адам рысқұлов пен фрунзенің келгенінен бәрі <mask> болып, көргісі келіп, мойындарын созып, алға кимелеп, бірін-бірі таптап кете жаздап, маза кете бастады",хабардар,хабардар
ежелгі адамдар азығы мол жерге кетуге мәжбүр болған,ежелгі <mask> азығы мол жерге кетуге мәжбүр болған,адамдар,мал
"жеңілдің дегенше бүкіл атағыңа, атыңа таңба басылды дей бер","жеңілдің дегенше бүкіл атағыңа, <mask> таңба басылды дей бер",атыңа,бір
"егер кенесары ұлытауға қарай шегінсе, оны сібір жасағы тоқтата алмайтыны анық », — деп хат жазды","егер <mask> ұлытауға қарай шегінсе, оны сібір жасағы тоқтата алмайтыны анық », — деп хат жазды",кенесары,жау
абай өз отауының сыртына жирен атты ақырын бастырып кеп түскен едi,абай өз отауының <mask> жирен атты ақырын бастырып кеп түскен едi,сыртына,алдында
"қатар түскенмен қайтып қайрат көрсете алмаған әліпқалидың үстіне жасаған аударыла беріп, бүркітше бір басып қалды","қатар түскенмен қайтып қайрат <mask> алмаған әліпқалидың үстіне жасаған аударыла беріп, бүркітше бір басып қалды",көрсете,ала
прокрастинацияның осы түрі адамдар өзінің негізгі таңдауын – өмірлік серігін таңдауды неліктен көбінесе кейінге қалдыратынын түсіндіруге көмектеседі,прокрастинацияның осы түрі адамдар өзінің негізгі таңдауын – өмірлік серігін таңдауды неліктен көбінесе кейінге қалдыратынын <mask> көмектеседі,түсіндіруге,анықтауға
ебейсін өзіне таяу отырған қаба сақалды жуан қараны бүйіріне түртті: ─ қастарыңда тағы біреулер бар емес пе еді,ебейсін өзіне таяу <mask> қаба сақалды жуан қараны бүйіріне түртті: ─ қастарыңда тағы біреулер бар емес пе еді,отырған,бір
"тогда я решил изложить свой 17-летний опыт общения с книгой – как сформироваться читателю, как выбирать чтиво, собирать библиотеку, с кем делиться книгами, образовывать круг общения","тогда я решил изложить свой 17-летний опыт общения с книгой – как сформироваться читателю, <mask> выбирать чтиво, собирать библиотеку, с кем делиться книгами, образовывать круг общения",как,как
онда тұрған сөкеттік жоқ,онда <mask> сөкеттік жоқ,тұрған,ешқандай
міне жерін оқиық: « февраль — 9,міне <mask> оқиық: « февраль — 9,жерін,","
"ол кездегі қазақ ақылмандары күні кеше ғана бүкіл орта азияны жаулап алған мұхамед шәйбани ханның соңынан ерген қаншама халық – тығыз қоныстанған жергілікті, отырық жұртты әкімшілік жағынан бағындыра тұра, басымдылыққа жете алмағанын, уақыт оза келе барлық биліктен айрылып, тәуелді кепке көшкенін анық байыптаған","ол кездегі қазақ ақылмандары күні кеше ғана бүкіл орта азияны жаулап алған мұхамед шәйбани ханның соңынан ерген қаншама халық – тығыз қоныстанған жергілікті, отырық жұртты әкімшілік жағынан бағындыра тұра, басымдылыққа жете алмағанын, уақыт <mask> келе барлық биліктен айрылып, тәуелді кепке көшкенін анық байыптаған",оза,өте
қалтасына « жұмсақтан да » басты,қалтасына « <mask> да » басты,жұмсақтан,Тағы
"әлдеқайдан, биік, заңғар аспан төсінен сыңси созылған аққу үні де жеткен","әлдеқайдан, биік, заңғар аспан төсінен сыңси <mask> аққу үні де жеткен",созылған,ған
"арқаларына, екі жағына екі ту байлаған алабажақ шатыр орнатып, қызғылт шәйіден малынтып жабу жапқан алты піл үйретушілерінің әміріне бірде түсініп, бірде түсінбей қап, бірі ілгері, бірі кейін, әрқайсысы әр уақытта тізе бүгеді де, орындарынан да үздік-создық кешігіп көтеріледі","арқаларына, екі жағына екі ту байлаған алабажақ шатыр орнатып, қызғылт шәйіден малынтып жабу жапқан алты піл үйретушілерінің әміріне бірде түсініп, бірде түсінбей қап, <mask> ілгері, бірі кейін, әрқайсысы әр уақытта тізе бүгеді де, орындарынан да үздік-создық кешігіп көтеріледі",бірі,бірі
"бірақ алдында өңкиіп тұрған адамның бет-жүзін айыра алмай, еріксіз көзін сипалап еді, көзілдірігі жоқ екен","бірақ алдында өңкиіп тұрған адамның бет-жүзін <mask> алмай, еріксіз көзін сипалап еді, көзілдірігі жоқ екен",айыра,көре
"сен қыңсыларсың, жас төгерсің","сен қыңсыларсың, <mask> төгерсің",жас,қан
"қандай жұрт болғанын, қандай ұлдар туғызғанын енді ғана естіп, тани бастады","қандай <mask> болғанын, қандай ұлдар туғызғанын енді ғана естіп, тани бастады",жұрт,қыз
"алдағы бiр сар жотадан қалың жылқы айдап бара жатқан топты көргенде, майбасар: – әне, анау сол бiздiң жiгiттер болар","алдағы бiр сар жотадан қалың жылқы айдап бара жатқан <mask> көргенде, майбасар: – әне, анау сол бiздiң жiгiттер болар",топты,адамды
"ер-азамат не майданда, не жорықта сыналады деген осы","ер-азамат не майданда, не жорықта сыналады <mask> осы",деген,","
"апрельдің сегізін сәуір жұлдызының басы санайды, сәуір боларда бір жұмадай жел, я суық болады, "" сәуір болмай тәуір болмас"" деп, осы салқын өтпей жаз шықпайтынын, сәуір бұлты арқылы келер қыстың жайын, суын болжап, қай жерде сәуірдің бұлты болса, сол жерде қыс қатты болатынын айтқан","апрельдің сегізін сәуір жұлдызының <mask> санайды, сәуір боларда бір жұмадай жел, я суық болады, "" сәуір болмай тәуір болмас"" деп, осы салқын өтпей жаз шықпайтынын, сәуір бұлты арқылы келер қыстың жайын, суын болжап, қай жерде сәуірдің бұлты болса, сол жерде қыс қатты болатынын айтқан",басы,өзі
жауынгерліктің жөн-жосығына қылыш пен алпаннан ұғымтал,жауынгерліктің жөн-жосығына қылыш <mask> алпаннан ұғымтал,пен,пен
"қою қараңғыдан оқыс жарыққа шыққаннан ба, әлде мұнараның зәулім биіктігінен бе ханымның басы айналып кеткендей болды","қою қараңғыдан оқыс <mask> шыққаннан ба, әлде мұнараның зәулім биіктігінен бе ханымның басы айналып кеткендей болды",жарыққа,болып
мына ғұлама қадырғали бектің « тауарихын » өзіміздің төбен-ауылдағы кәш молдаға көшіртіп алып едім,мына ғұлама қадырғали <mask> « тауарихын » өзіміздің төбен-ауылдағы кәш молдаға көшіртіп алып едім,бектің,дың
машина к ө к терекке к ө мілген ә сем к ө шемен зулап келеді,машина к ө к терекке к ө мілген ә <mask> к ө шемен зулап келеді,сем,н
"біз шибуя әлде синзюкудегі ( оның сүйікті орындары ) барлардың біріне кіріп, екі қызбен танысып ( бұл әлемде не көп, қосақталған қыз көп қой","біз шибуя әлде синзюкудегі ( оның сүйікті орындары ) барлардың біріне кіріп, екі <mask> танысып ( бұл әлемде не көп, қосақталған қыз көп қой",қызбен,қызбен
"сол көрініске бір сәт қызықтағандай қарап қалған еркін « әке, жаққан отыңды сөндірме дейді, менің мынау шоқ секілді қызуым қайтып, көмірге айналып бара жатқанымды білмейдіау, – деді ішінен","сол көрініске бір сәт қызықтағандай қарап қалған еркін « әке, жаққан отыңды сөндірме дейді, <mask> мынау шоқ секілді қызуым қайтып, көмірге айналып бара жатқанымды білмейдіау, – деді ішінен",менің,менің
"сан миллион рет жүріп өткен көшеден кенет бір үйді, ағашты немесе пошта жәшігін немесе бұрын мүлде байқамаған, бірақ қазір анық және көзге ұрып тұрған нәрсені көрген кезің болды ма","сан миллион рет жүріп өткен көшеден кенет бір үйді, ағашты <mask> пошта жәшігін немесе бұрын мүлде байқамаған, бірақ қазір анық және көзге ұрып тұрған нәрсені көрген кезің болды ма",немесе,","
жиналғандардың алдында сөз сөйлеген республика прокуроры ғ,жиналғандардың <mask> сөз сөйлеген республика прокуроры ғ,алдында,алдында
"мейман қолын кеудесіне қойып, тойғанын айтып, тағы бірдеңе жеуден бас тартты","мейман қолын <mask> қойып, тойғанын айтып, тағы бірдеңе жеуден бас тартты",кеудесіне,жерге
"қалаған нәрсеңізді неғұрлым айқын әрі анық көрсеңіз, сол мақсатқа жеткенде бастан кешер сезімді дәл қазір сезінген сайын, оған жету мүмкін екенін ұғасыз","қалаған нәрсеңізді неғұрлым айқын әрі анық көрсеңіз, сол мақсатқа жеткенде бастан кешер сезімді дәл қазір сезінген сайын, оған жету <mask> екенін ұғасыз",мүмкін,қиын
"тұмсық асып келе жатқан қамысбайлар келгенше, мұндағы барлық жиын бiр араға қарай екшелiп, ауылдың сыртына барып топтанды","тұмсық асып келе жатқан қамысбайлар келгенше, мұндағы барлық жиын бiр <mask> қарай екшелiп, ауылдың сыртына барып топтанды",араға,жағына
мен көңіл айтқан жоқпын,мен <mask> айтқан жоқпын,көңіл,саған
"айдаттың да байлаттың, торғайдай тоздырып, көбінің көзіне көк шыбын үймелеттің","айдаттың да байлаттың, торғайдай тоздырып, көбінің <mask> көк шыбын үймелеттің",көзіне,де
"есейіп, бой жетіп тура менің жасыма келгенде әлі сенің де ұйқың қашады","есейіп, бой жетіп тура менің жасыма <mask> әлі сенің де ұйқың қашады",келгенде,","
баумайстердің студент-түлектерінің бірі марк мюрейвен ерік-жігерді жинақтау мәселесіне қызығушылық танытты және нью-йорк штатындағы олбани университетінде профессор лауазымын алғанға дейін оны зерттеді,баумайстердің студент-түлектерінің бірі <mask> мюрейвен ерік-жігерді жинақтау мәселесіне қызығушылық танытты және нью-йорк штатындағы олбани университетінде профессор лауазымын алғанға дейін оны зерттеді,марк,","
"есеп нәтижесі көрсеткендей, келесі бес жыл сындарлы өтпелі кезең болып есептеледі: жұмыспен қамтудың жалпы келешегі көңіл көншітерлік жағдайда, бірақ процесс саладағы қызметтердің көптеген түрлерінде мамандықтар мен дағдылардың өзгермелі жағдайында жүреді","есеп нәтижесі көрсеткендей, келесі бес <mask> сындарлы өтпелі кезең болып есептеледі: жұмыспен қамтудың жалпы келешегі көңіл көншітерлік жағдайда, бірақ процесс саладағы қызметтердің көптеген түрлерінде мамандықтар мен дағдылардың өзгермелі жағдайында жүреді",жыл,жыл
"балалардың жартысын « ережені бұзғаны үшін » жұмсақ жазамен – « ашуланамын » деп қорқыттық, қалған жартысын одан гөрі қаталырақ жазамен – « қатты ашуланамын »; « ойыншықтардың бәрін алып кетемін, сосын, енді келмей қоямын; сені ақымақ екен деп ойлаймын » деген сияқты сөздермен қорқыттық","балалардың жартысын « ережені бұзғаны үшін » жұмсақ жазамен – « ашуланамын » деп қорқыттық, қалған жартысын одан гөрі қаталырақ жазамен – « қатты ашуланамын »; « ойыншықтардың бәрін <mask> кетемін, сосын, енді келмей қоямын; сені ақымақ екен деп ойлаймын » деген сияқты сөздермен қорқыттық",алып,алып
"сол газеттің бас жазушысы август багери айтқан: алғашында америкада таяқ жеп, аяғында анықтығына он төрт мың адам нанып қол қойған спиритизмге өзім тәжірибе қылып, қынап, еріксіз нандым деген","сол газеттің бас жазушысы август багери айтқан: алғашында <mask> таяқ жеп, аяғында анықтығына он төрт мың адам нанып қол қойған спиритизмге өзім тәжірибе қылып, қынап, еріксіз нандым деген",америкада,менен
хақ жолындағы қауым,хақ <mask> қауым,жолындағы,лия
"бұл кеңесім көмектеспесе, басқа да әдістерді сынап көріңіз","бұл кеңесім көмектеспесе, басқа <mask> әдістерді сынап көріңіз",да,да
олар басына қара елтіріден қайғадай құрайш киетін,олар басына қара елтіріден қайғадай <mask> киетін,құрайш,киім
"бәрі де заңды, бәрі де ережеге сай секілді, ал","бәрі <mask> заңды, бәрі де ережеге сай секілді, ал",де,де
"ондайлардың талайы, еркінсіп қасына келу түгіл, тіл қату түгіл, ол отырған үйге, өзі ұлықсат етпей басын сұға алушы ма еді","ондайлардың талайы, еркінсіп <mask> келу түгіл, тіл қату түгіл, ол отырған үйге, өзі ұлықсат етпей басын сұға алушы ма еді",қасына,","
рысқұловты енді осы ой қинады,рысқұловты <mask> осы ой қинады,енді,да
"әкелі бала қандай, мен қандаймын","әкелі бала қандай, <mask> қандаймын",мен,мен
"сонда ол ересектермен жұмыс істейтінін ұмытып, ескі әдетпен әріптестерінен « әжетханадан соң қолдарыңды жудыңдар ма » деп сұрай беретін көрінеді","сонда ол ересектермен жұмыс істейтінін ұмытып, ескі әдетпен әріптестерінен « әжетханадан соң қолдарыңды <mask> ма » деп сұрай беретін көрінеді",жудыңдар,ұстай
"сондықтан тұлғааралық коммуникацияның шынымен тиімді болғанын қаласаңыз, бір ғана машықтың көмегімен ештеңеге жете алмайсыз","сондықтан <mask> коммуникацияның шынымен тиімді болғанын қаласаңыз, бір ғана машықтың көмегімен ештеңеге жете алмайсыз",тұлғааралық,","
"манағы әрі сасық, әрі удай арақтың түк әсері тимеген бе","манағы әрі сасық, әрі удай арақтың <mask> әсері тимеген бе",түк,денсаулыққа
жанымда тұрған екі қыз ауыз жаппай сөйлеумен болды,жанымда тұрған екі қыз ауыз жаппай <mask> болды,сөйлеумен,қаза
сонысына ішім жылиды,сонысына <mask> жылиды,ішім,дейін
ол т ө менгі жа қ та шай ішіп отыр ғ ан ү й иесі к ө лбайды б ұ рын да к ө рген,ол т ө менгі жа қ та шай <mask> отыр ғ ан ү й иесі к ө лбайды б ұ рын да к ө рген,ішіп,ішіп
"бұл сезімдерге мән бермеңіз, белгілеген уақыт шектеулігін еске түсіре отырып, оны ойлауға тиісті негізгі тақырыпқа қайтарыңыз","бұл сезімдерге мән бермеңіз, белгілеген уақыт шектеулігін еске түсіре отырып, <mask> ойлауға тиісті негізгі тақырыпқа қайтарыңыз",оны,сыни
сізбен бізді құдай сол надя арқылы табыстырды,сізбен бізді құдай <mask> надя арқылы табыстырды,сол,дан
"соның үстіне араласар адамы, қатынасатын қоғамы көп бляу, полиция басқармасында тыңшылық қызметін де атқарып, омбының қай жерінде, қандай тышқан қалай жорғалағанына дейін майдельге хабарлап тұрады","соның үстіне араласар <mask> қатынасатын қоғамы көп бляу, полиция басқармасында тыңшылық қызметін де атқарып, омбының қай жерінде, қандай тышқан қалай жорғалағанына дейін майдельге хабарлап тұрады","адамы,",мен
"бер жақтың сауда дүкендері, базары бұл көшелерден оңтүстікке қарай шығатын қыраттың үстінде","бер жақтың сауда дүкендері, базары бұл көшелерден оңтүстікке қарай шығатын <mask> үстінде",қыраттың,","
"осы балықшыға тұрмысқа шығуға ықылас білдіргенде, үкібаланың қырдағы малшы туыстары оған: “ балықшыға сөз берерден бұрын ойлансаң еді, көрген күнің сор болар, сенің күйеуің адам емес, теңіз болар; сол теңіздің жағасына талай шығып, оған тәңірдей жалбарынып, көзіңнің жасы көл болар ”, – деп еді","осы балықшыға тұрмысқа шығуға ықылас білдіргенде, үкібаланың қырдағы малшы туыстары оған: “ балықшыға сөз берерден бұрын ойлансаң еді, көрген күнің сор болар, сенің күйеуің адам емес, теңіз болар; сол теңіздің жағасына талай <mask> оған тәңірдей жалбарынып, көзіңнің жасы көл болар ”, – деп еді","шығып,",рет
сәлеміне қарай жауабы,сәлеміне <mask> жауабы,қарай,сұрақ
біздің қоғамда көпшілік алдында эмоцияңды байқату тәрбиесіздік болып есептеледі,біздің қоғамда көпшілік <mask> эмоцияңды байқату тәрбиесіздік болып есептеледі,алдында,алдында
"соны жақсы білетін айғаным, – егер әбдірақым егесе қалса, тынысын шорман арқылы тарылтқысы әрі салғанда, – ахондықтан түсірткісі келеді","соны жақсы білетін айғаным, – егер әбдірақым егесе қалса, тынысын шорман арқылы тарылтқысы <mask> салғанда, – ахондықтан түсірткісі келеді",әрі,келе
"дженни хольцер, суретші, ойшыл, талант иесі бұдан көп жыл бұрын мен боулингте бір сұмдық жайтқа тап болдым","дженни хольцер, суретші, ойшыл, талант иесі бұдан көп <mask> бұрын мен боулингте бір сұмдық жайтқа тап болдым",жыл,жыл
"осы жайды естіп жатқан айғаным, шыңғысы зейнепті алып қайтуға ризаласқаннан кейін, дос-жарандарын шақыртып ап, күйеуді қайнына аттандыру жабдығын ақылдасты","осы жайды естіп жатқан айғаным, шыңғысы зейнепті алып қайтуға ризаласқаннан кейін, <mask> шақыртып ап, күйеуді қайнына аттандыру жабдығын ақылдасты",дос-жарандарын,мені
"өз басымды ақтайын, қорғайын деп жүрмін бе","өз басымды ақтайын, <mask> деп жүрмін бе",қорғайын,-
енді біразда пар атты арба жар жағасын жағалай жүріп кетті,енді біразда пар атты арба жар жағасын жағалай <mask> кетті,жүріп,алмай
болмайтын нәрсе ғой ол,болмайтын <mask> ғой ол,нәрсе,еді
ызғырық жел жапалақ қарды ауада қағып алып үйіріп әкетеді,ызғырық жел жапалақ қарды <mask> қағып алып үйіріп әкетеді,ауада,жерге
тұрғанбайдың ызасына тиетiн жайға соқпау керек,тұрғанбайдың ызасына тиетiн жайға <mask> керек,соқпау,айналуы
дашимаки жасайтын сопақша табаны білетін боларсың,дашимаки жасайтын <mask> табаны білетін боларсың,сопақша,ын
"республикадағы сайлаушылардың қайткенде де жартысынан кемін, тіпті, үштен бірін ғана құрайтын ағайынға","республикадағы сайлаушылардың қайткенде <mask> жартысынан кемін, тіпті, үштен бірін ғана құрайтын ағайынға",де,де
"тыныш жатқан елге, көрші, туыс елге қапыда шауып, мың сан азаматты қанға бөктіріп, сансыз қаланы жермен жексен етіп, бауырлас жұрттың бел омыртқасын үзген жиһангер дәл осы жорықта өзіне де көр қазғанын және бір түскен жан оңайлықпен қайтып шықпайтындай, аймағына көз жеткісіз аумақты, үңірейген терең көр қазып қайтқанын білген жоқ","тыныш жатқан елге, көрші, туыс елге қапыда шауып, мың сан азаматты қанға бөктіріп, сансыз қаланы жермен жексен етіп, бауырлас жұрттың бел омыртқасын үзген жиһангер дәл осы жорықта өзіне де көр қазғанын және бір <mask> жан оңайлықпен қайтып шықпайтындай, аймағына көз жеткісіз аумақты, үңірейген терең көр қазып қайтқанын білген жоқ",түскен,сәт
"біз бейбақтың күнәміз таудай емес, бірақ енді райдан қайтсаң да, большевиктер сыртқа тебе беретінінен запы болған пендеміз, сәл нәрседен секемшіл, ер батқан жауыр аттай кіржіңдеп қалатынымыз рас, лениннің өзі қатесін мойындаған, бұрынғы райдан қайтқан буржуазия интеллигенттерін ішке тартыңдар, күшін, білімін пайдаланыңдар деп даналық өсиет айтса да, бергідегі белсенділер бәрібір бізді баяғыдай құқай көреді","біз бейбақтың күнәміз таудай емес, бірақ енді райдан қайтсаң да, большевиктер сыртқа тебе беретінінен запы болған пендеміз, сәл нәрседен секемшіл, ер батқан жауыр аттай кіржіңдеп қалатынымыз рас, лениннің өзі қатесін мойындаған, бұрынғы райдан қайтқан буржуазия интеллигенттерін ішке тартыңдар, күшін, білімін пайдаланыңдар <mask> даналық өсиет айтса да, бергідегі белсенділер бәрібір бізді баяғыдай құқай көреді",деп,деп
ол мидың қандай бөліктеріне әсер етеді,ол мидың <mask> бөліктеріне әсер етеді,қандай,барлық
"бұл аймақтағы мән-жайды жақсы білетін, екі жаққа да тең қарайтын америкалық бір ғалым батыс жағалаудағы мұқият ойластырып бөлінген а, в, с аудандары шегіне өзгеріс енгізбей-ақ, жаңа с+ ауданын құрып, суды үшінші рет тазартатын қондырғы мен мелиорацияланған су қорын сақтайтын суқойманы сол ауданға салайық дейді","бұл аймақтағы мән-жайды жақсы білетін, екі жаққа да тең қарайтын америкалық бір ғалым батыс жағалаудағы мұқият ойластырып бөлінген <mask> в, с аудандары шегіне өзгеріс енгізбей-ақ, жаңа с+ ауданын құрып, суды үшінші рет тазартатын қондырғы мен мелиорацияланған су қорын сақтайтын суқойманы сол ауданға салайық дейді","а,",.
"енді мынау ертеден қара кешке дейін терезесіне төніп, қиылып тұрған қиқарға не істерін білмеді",енді мынау ертеден қара кешке дейін терезесіне <mask> қиылып тұрған қиқарға не істерін білмеді,"төніп,",дейін
тәуекелдіктің қажеті жоқ,тәуекелдіктің <mask> жоқ,қажеті,белгісі
атты казактардың аяғы ұзын,атты <mask> аяғы ұзын,казактардың,","
"бөтен көзге көрсетпек түгіл, сүйкетпеспін де","бөтен көзге көрсетпек түгіл, <mask> де",сүйкетпеспін,өзге
"соңғы шақта абай өзіне өзі қайта-қайта беріп жүретін осы жұмбақ сұрауын, енді түгел салмағымен жиып, павловтың алдына сұрау етіп қойып еді","соңғы шақта абай өзіне <mask> қайта-қайта беріп жүретін осы жұмбақ сұрауын, енді түгел салмағымен жиып, павловтың алдына сұрау етіп қойып еді",өзі,дейін
"енді оның ту сыртында тұғырға қола теңгелер мен құрма сүйектері жауатынын, өрше-ленген тобырдың адамдары бірін- бірі басып жаншып, иықтарына шығып, ажалдың шеңгелінен көз алдында кісі қалай сытылып шыққанын көруге анталайтынын ол біліп келеді","енді оның ту сыртында тұғырға қола теңгелер мен құрма сүйектері жауатынын, өрше-ленген тобырдың адамдары бірін- бірі басып жаншып, иықтарына шығып, ажалдың шеңгелінен көз алдында <mask> қалай сытылып шыққанын көруге анталайтынын ол біліп келеді",кісі,","
ол григорийде де бар болатын,ол григорийде <mask> бар болатын,де,де
"жасаған ие-ау, тура оттан енді суырған піскен нан иісі, танауды жарып барады","жасаған ие-ау, тура <mask> енді суырған піскен нан иісі, танауды жарып барады",оттан,","
"біз осынымыз әлдеқандай десек, алпыс күбірне дейсің бе, қарағым-ау","біз осынымыз әлдеқандай десек, алпыс күбірне дейсің <mask> қарағым-ау","бе,",","
"қазақта нелер "" баян көрпеш"", талай "" ақбала боздақтар"" барын анық бiлмеушi едi","қазақта нелер "" <mask> көрпеш"", талай "" ақбала боздақтар"" барын анық бiлмеушi едi",баян,Қозы
"келгеніне оншақты күн болмай-ақ бұны дабырайтқан, көтере мақтаған лақап, қошемет сөздер тобықтының төрт болысының бар жайлауына жетті","келгеніне оншақты күн болмай-ақ бұны дабырайтқан, көтере мақтаған лақап, қошемет сөздер <mask> төрт болысының бар жайлауына жетті",тобықтының,імен
"философия ғылымы, астрономия, космогония және дүниенің жаралысы, адам ағзасының әрекет сырлары турасындағы ғылымдар бар — бәрі туралы құран баян ететін ойлар қарың ашырады","философия ғылымы, астрономия, космогония және дүниенің жаралысы, адам ағзасының әрекет сырлары турасындағы ғылымдар бар — бәрі туралы құран баян <mask> ойлар қарың ашырады",ететін,","
