original_text,masked_text,original_masked_word,mask_predicted
"сұрақтарыма жауап ала алмай, кенет мен тек өзім ғана сөйлеп жатқанымды білдім","сұрақтарыма жауап ала алмай, кенет [MASK] тек өзім ғана сөйлеп жатқанымды білдім",мен,##тен
"онда, « отыз тістен шыққан сөз, отыз ру елге тарап », жасырып жүрген сыры ашылып қалады","онда, « отыз тістен шыққан сөз, [MASK] ру елге тарап », жасырып жүрген сыры ашылып қалады",отыз,«
пациентке де эндоскопия процедураынан өткеннен гөрі капсула жұтқан әлдеқайда жеңіл,пациентке де эндоскопия процедураынан өткеннен гөрі капсула жұтқан [MASK] жеңіл,әлдеқайда,-
олар « ертең жаусаң болмай ма,олар « [MASK] жаусаң болмай ма,ертең,Олар
"сағынып жүрмін, бұл жолы көріспесем, қашан көрем","сағынып жүрмін, бұл жолы көріспесем, [MASK] көрем",қашан,бұл
"үшіншіден, батұр қоңтажы он мыңнан астам таңдаулы шерігінен айрылып қансыраған, бұрын көрмеген от қарудың дүмпуінен есеңгіреген шақта жәңгірге көмекке жиырма мың әскермен жалаңтөс бидің келіп жетуі – бұған дейін жарты жылдан астам уақытқа созылған жойқын сығыстағы шешуші оқиға емес, түйіндеуші оқиға","үшіншіден, батұр қоңтажы он мыңнан астам таңдаулы шерігінен айрылып қансыраған, бұрын көрмеген от қарудың дүмпуінен есеңгіреген шақта жәңгірге көмекке жиырма мың әскермен жалаңтөс бидің [MASK] жетуі – бұған дейін жарты жылдан астам уақытқа созылған жойқын сығыстағы шешуші оқиға емес, түйіндеуші оқиға",келіп,қол
еліре шауып жанай шайқасқандар қанаты күйген көбелектей жалп-жалп құлап жатыр,еліре шауып жанай шайқасқандар қанаты күйген көбелектей [MASK] құлап жатыр,жалп-жалп,","
бұл афроамерикалықтардың саяси күштегі және нәсілдік теңдіктегі ілгерілеуіне ықтимал реакция болуы да мүмкін,бұл [MASK] саяси күштегі және нәсілдік теңдіктегі ілгерілеуіне ықтимал реакция болуы да мүмкін,афроамерикалықтардың,жағдайда
"таудан құлаған тастардай, өлген-тірілгендеріне қарамаған садақшы, найзагер қалың қол алдарындағы шәрке табанды, қара қалпақ, қара шапанды жаяу әскерінің алдыңғы шебін күл-талқанын шығарып, кейін қуа бастады","таудан құлаған тастардай, өлген-тірілгендеріне қарамаған садақшы, найзагер қалың қол алдарындағы шәрке табанды, қара қалпақ, қара шапанды жаяу әскерінің алдыңғы [MASK] күл-талқанын шығарып, кейін қуа бастады",шебін,рет
тұзы шыға кезерген ерні жіпсігендей болды,тұзы шыға кезерген [MASK] жіпсігендей болды,ерні,##дей
сендерді алған сұм ажал мен бейбақты құрығынан құтқарар ма,сендерді алған сұм ажал мен бейбақты құрығынан [MASK] ма,құтқарар,-
ол кеше ғана басына бір-бір кішкентай күнді қадап алып күлімдеп тұрған күнбағыстың қара жерге сұлап-сұлап жатқан бейшара халін көргісі келмегендей,ол кеше [MASK] басына бір-бір кішкентай күнді қадап алып күлімдеп тұрған күнбағыстың қара жерге сұлап-сұлап жатқан бейшара халін көргісі келмегендей,ғана,##ң
"ертесі рашид достарын кешкі асқа шақырып, отбасылық қуанышын құттықтамақ ойы барын айтты","ертесі рашид достарын кешкі асқа шақырып, отбасылық [MASK] құттықтамақ ойы барын айтты",қуанышын,","
"аппаратта қалыптасқан тәртіп бойынша, алдын ала қабылданған шешімді босатылатын қызметкерге көбіне бірінші хатшы жоқта, ол демалыста немесе шет елде жүргенде, онда да жұма күні естіртетін","аппаратта қалыптасқан тәртіп бойынша, алдын ала қабылданған шешімді босатылатын қызметкерге көбіне бірінші хатшы жоқта, ол [MASK] немесе шет елде жүргенде, онда да жұма күні естіртетін",демалыста,бір
"сай бойына төмендеп бiр кетедi де, қайта қайырыла өрлеп ұшқанда қолдағы құс сияқты емес","сай бойына [MASK] бiр кетедi де, қайта қайырыла өрлеп ұшқанда қолдағы құс сияқты емес",төмендеп,","
және оның айтқаны дұрыс болып шықты: біздің миымызда минут сайын « бағаналық жасуша терапиясы » жүріп жатады,және оның айтқаны дұрыс болып [MASK] біздің миымызда минут сайын « бағаналық жасуша терапиясы » жүріп жатады,шықты:,","
"жасынны ң жанын құ лазытып кеткен н ә рсе на қ тылы біреуді ұ нату, ұ натпау қ а қ ысы емес, адам бойында ғ ы м ү мкіндік болатын","жасынны ң жанын құ лазытып кеткен н ә рсе на қ тылы біреуді ұ нату, ұ натпау қ а қ [MASK] емес, адам бойында ғ ы м ү мкіндік болатын",ысы,ғана
"орталық комитетте бөлім меңгерушісінің орынбасарына, оқу министрлігінде – министрдің орынбасарына дейін жоғарылатылды","орталық комитетте бөлім меңгерушісінің орынбасарына, оқу министрлігінде – министрдің орынбасарына [MASK] жоғарылатылды",дейін,","
"әлде қанымызға сіңіп, жалғасып келе жатқан сол ерліктің бізге келгенде дауасы қашты деп ойлайсыңдар ма","әлде қанымызға сіңіп, жалғасып келе жатқан сол ерліктің [MASK] келгенде дауасы қашты деп ойлайсыңдар ма",бізге,","
"алайда деген даниял бек, ит — ит жанды келеді, екі қол, екі аяқ шабылғанша ақыл-есінен адаспай жататындар да болады","алайда деген даниял бек, ит — ит жанды [MASK] екі қол, екі аяқ шабылғанша ақыл-есінен адаспай жататындар да болады","келеді,",","
"енді байқаса, арғын-шоқай би айтқандай, – « құдайға сенген құстай ұшады » екен де, адамға сенген « мұрттай ұшады » екен","енді байқаса, [MASK] би айтқандай, – « құдайға сенген құстай ұшады » екен де, адамға сенген « мұрттай ұшады » екен",арғын-шоқай,би
"ойдағы мол шалғынды қыстаулық жер: жидебай, мұсақұл, шүйгiнсу сияқты қорықтардан да ағылып көшiп жатыр","ойдағы [MASK] шалғынды қыстаулық жер: жидебай, мұсақұл, шүйгiнсу сияқты қорықтардан да ағылып көшiп жатыр",мол,##ш
"ақ тайға ес жиғызбастан қайта қарғып мiнiп алды да, борбайлай қамшылап, құйғыта жөнелдi","ақ тайға ес жиғызбастан [MASK] қарғып мiнiп алды да, борбайлай қамшылап, құйғыта жөнелдi",қайта,","
"мемлекеттің байлығы солардың қалтасында жүр, әсем","мемлекеттің [MASK] солардың қалтасында жүр, әсем",байлығы,","
сол сеніммен банк шоттарының негізгі бөлігі жабылады,сол сеніммен банк [MASK] негізгі бөлігі жабылады,шоттарының,##тің
ел ішінде жүріп үйренген жалғыз сөзін қайталап « ахмақ,ел ішінде жүріп [MASK] жалғыз сөзін қайталап « ахмақ,үйренген,","
"бәрі де бір анадан туған, кіндіктестер",бәрі де бір анадан [MASK] кіндіктестер,"туған,",-
жұрт алдында немере інісін төре басымен топырақ қаптырып кеткенін ел елемей қалушы ма еді,жұрт алдында немере інісін төре [MASK] топырақ қаптырып кеткенін ел елемей қалушы ма еді,басымен,","
"ол м ұ ны менімен шатастырды, - деді м ә лике өң мен т ү сті ң ортасында т ұ р ғ ан қ ызды т ұ ман арасынан бері шы ғ арып","ол м ұ ны менімен шатастырды, - деді м ә лике [MASK] мен т ү сті ң ортасында т ұ р ғ ан қ ызды т ұ ман арасынан бері шы ғ арып",өң,##м
"жас та болса әккіленіп, әдіс алып қалған “ ректор бала ” ағасының пиғылын таныды","жас та болса әккіленіп, әдіс алып қалған “ ректор [MASK] ” ағасының пиғылын таныды",бала,##ы
"олар, негізінен, биохимиядан құралатынын алға тартқандарымен, психологиялық және әлеуметтік факторларды да ескереді","олар, негізінен, биохимиядан [MASK] алға тартқандарымен, психологиялық және әлеуметтік факторларды да ескереді",құралатынын,","
"сол кезде құнанбайдың құлыншақ аулынан атақты "" бөрте атты"" сұратқаны тап болды","сол кезде құнанбайдың [MASK] аулынан атақты "" бөрте атты"" сұратқаны тап болды",құлыншақ,өз
әсіресе – пугачев көтерілісі,әсіресе – [MASK] көтерілісі,пугачев,[UNK]
"төртінші индустриялық революция кезеңінде бизнес көшбасшылары мен саясаткерлер үшін эмоционалды интеллект – табысқа бастар жолдағы маңызы зор табантірек қызметін атқарады, атап айтқанда: сана-сезім, өзіңді қадағалай білу, елгезектік, мейірімділік және әлеуметшілдік","төртінші индустриялық революция кезеңінде бизнес көшбасшылары мен саясаткерлер үшін эмоционалды интеллект – [MASK] бастар жолдағы маңызы зор табантірек қызметін атқарады, атап айтқанда: сана-сезім, өзіңді қадағалай білу, елгезектік, мейірімділік және әлеуметшілдік",табысқа,[UNK]
"аспанды бұлт бүркеп, аяқ жолдарын әрең көріп қана отырды","аспанды бұлт бүркеп, аяқ жолдарын әрең [MASK] қана отырды",көріп,","
"мен исләмқұловтың командасын тамақтандыруды бұйырып, полктің ұрыс жабдықтары бөлімінің бастығы – жасы отыздан асып, төбе шашы түсе бастаған жасамыс лейтенант гуреевті дастарханға шақырттым","мен исләмқұловтың командасын тамақтандыруды бұйырып, полктің ұрыс жабдықтары бөлімінің бастығы – жасы отыздан асып, төбе шашы түсе [MASK] жасамыс лейтенант гуреевті дастарханға шақырттым",бастаған,##ң
"ал өз ата жұртына оралған, нәсілі төмен қазақ айлап емес, жылдап жүреді, өмірін тоздырып, өксумен шаршайды, міне, алды бір мүшел – он екі, он үш жыл болды, әлі күнге паспортқа жетпеген қазақтар бар","ал өз ата жұртына оралған, нәсілі төмен қазақ айлап емес, жылдап жүреді, өмірін тоздырып, өксумен шаршайды, міне, алды бір мүшел – [MASK] екі, он үш жыл болды, әлі күнге паспортқа жетпеген қазақтар бар",он,","
"абайға қаракесек тымағын киген, сары сақал біреу өзінің екі иығына екі айырып іліп алған жарма қоныш жаңа қара саптамаларын ұсынады","абайға қаракесек тымағын киген, сары сақал біреу өзінің екі [MASK] екі айырып іліп алған жарма қоныш жаңа қара саптамаларын ұсынады",иығына,-
"жұрттың қайта құмартып, « тағы, тағы да болса","жұрттың [MASK] құмартып, « тағы, тағы да болса",қайта,өзі
"әйткенмен, жүзіме тура қарап, айқын жауап қайтарады: – мен бұйырдым, жолдас комбат","әйткенмен, жүзіме тура қарап, айқын жауап қайтарады: – мен [MASK] жолдас комбат","бұйырдым,",[UNK]
осы күндерде шешесiмен бiрге елге жiбермек боп жинап жүргенi де сондықтан,осы күндерде шешесiмен бiрге елге [MASK] боп жинап жүргенi де сондықтан,жiбермек,де
"әрбір адамның өмірлік жолын таңдап алуына шексіз мүмкіндіктер пайда болғанымен, өмірлік міндеттерді атқару бұрынғыдан да қиындай түседі","әрбір [MASK] өмірлік жолын таңдап алуына шексіз мүмкіндіктер пайда болғанымен, өмірлік міндеттерді атқару бұрынғыдан да қиындай түседі",адамның,адамның
"бірақ дұрыс сөздермен қатар, сармолла да осындағы бар молда сияқты: "" жаназадан анау көп алды, фидиядан мынау көп тапты","бірақ дұрыс сөздермен қатар, сармолла да осындағы бар [MASK] сияқты: "" жаназадан анау көп алды, фидиядан мынау көп тапты",молда,##ы
"өмірінде, бәлкім, бір-ақ рет кездесетін оқиға алдында, әрине, толқиды","өмірінде, бәлкім, [MASK] рет кездесетін оқиға алдында, әрине, толқиды",бір-ақ,әр
"күндіз-түн бұлар түскен үйге басып кіріп, ән тыңдауға, өлең естуге ынтығады","күндіз-түн бұлар түскен үйге басып кіріп, ән тыңдауға, [MASK] естуге ынтығады",өлең,халық
"нәтижесінде, « естен тандыру терапиясы » – бұл тұтынушылық және инвестициялық нарықты, ақша айналымын тұрақтандыруға, гиперинфляциямен күреске, экономиканың « ашылуына », баға құрылымын батыс моделіне жақындатуға бағытталған қаржылық шаралар кешені","нәтижесінде, « естен тандыру терапиясы » – бұл тұтынушылық және инвестициялық нарықты, [MASK] айналымын тұрақтандыруға, гиперинфляциямен күреске, экономиканың « ашылуына », баға құрылымын батыс моделіне жақындатуға бағытталған қаржылық шаралар кешені",ақша,әлеуметтік
"бұның бәрі көшпелі дәшті қыпшақтың асау жылқы тәрізді, арда руларын ханнан шошытуға айналған","бұның бәрі көшпелі дәшті қыпшақтың [MASK] жылқы тәрізді, арда руларын ханнан шошытуға айналған",асау,","
"дәрмендер болыстарды жаңа байқаған боп, енді сыр білдірмегенсіп, сөздерін тыя қойды","дәрмендер болыстарды жаңа байқаған боп, енді сыр білдірмегенсіп, сөздерін [MASK] қойды",тыя,қайта
"самал сияқты желпіп өткенімен, бағыты барынша айқын еді","самал сияқты желпіп өткенімен, [MASK] барынша айқын еді",бағыты,оның
арба жеккен тоқсан бес піл тасып тұрды,арба [MASK] тоқсан бес піл тасып тұрды,жеккен,##қ
рейган рональд рейганның ең үздік ролі шалғайдан келген ер бала б,рейган рональд рейганның ең [MASK] ролі шалғайдан келген ер бала б,үздік,басты
"байтақ шаһардың ішінде бармаған, біресе жердің топырағына, біресе маңайдағы үйерге жалтақ-жалтақ қарап, басын сипап тұрмаған жері қалмады","байтақ шаһардың ішінде бармаған, [MASK] жердің топырағына, біресе маңайдағы үйерге жалтақ-жалтақ қарап, басын сипап тұрмаған жері қалмады",біресе,бір
"қазір құлжатайдың қорқып, үріккен сөз айтқанына еңсебайдың жыны кеп кетті",қазір құлжатайдың [MASK] үріккен сөз айтқанына еңсебайдың жыны кеп кетті,"қорқып,",сөз
"матрена орнынан ұшыл тұрып, басқа жерге отырды","матрена орнынан [MASK] тұрып, басқа жерге отырды",ұшыл,кейін
"қап, бәлем, осыдан естерін бір жинап алса, бір етегін сонау сарыарқаның салқын дөңіне қарай созса, екінші етегін мынау лайытып аққан екі дарияның бойына қарай созар-ау","қап, бәлем, осыдан естерін бір жинап алса, бір етегін сонау сарыарқаның салқын дөңіне [MASK] созса, екінші етегін мынау лайытып аққан екі дарияның бойына қарай созар-ау",қарай,қарай
"маңдайы кере қарыс, қаршыға көз, әсем жіңішке, қою мұртты жүзі желге тотыққан қара торы жігітке қараған үлкен сұлу көзінде албырттық та, мұң да бар","маңдайы кере қарыс, қаршыға көз, әсем жіңішке, қою мұртты жүзі желге тотыққан қара торы жігітке қараған үлкен сұлу көзінде албырттық [MASK] мұң да бар","та,",","
"есікке көлденеңін беріп бір қырын отырған мырза үстіне кірген тұтқынға тура қарамай, көзінің қиығын ғана тастады","есікке көлденеңін беріп бір қырын [MASK] мырза үстіне кірген тұтқынға тура қарамай, көзінің қиығын ғана тастады",отырған,","
"бірақ артынша жағымды жағдай болса, аяқ астынан бақыттан басымыз айналып, осы сәт тағы қайталанса екен деп тілейміз","бірақ артынша [MASK] жағдай болса, аяқ астынан бақыттан басымыз айналып, осы сәт тағы қайталанса екен деп тілейміз",жағымды,бір
патша ағзам жақында перовскийді орнынан алып орынбор әскери губернаторы етіп генерал обручевті тағайындапты-мыс,патша ағзам жақында [MASK] орнынан алып орынбор әскери губернаторы етіп генерал обручевті тағайындапты-мыс,перовскийді,##п
"осы ағасы біртүрлі: әншейінде, ауыл - үйдің әңгімесінен бойын аулақ ұстап, түкпен ісі жоқ адамдай ештеңеге араласпай өзімен өзі жүреді","осы ағасы біртүрлі: әншейінде, ауыл - үйдің әңгімесінен бойын аулақ ұстап, түкпен ісі жоқ [MASK] ештеңеге араласпай өзімен өзі жүреді",адамдай,","
"ілкіде тірлігі, барлығы мәлім болғанда, көшек сұлтан ( көшек сұлтанның атынан абалақ, қазақ жерінің қолқа-жүрегі ұлытауға орныққан, алты арыстың атаусыз әміріне айналған, ханның өзі тағынан тұрып сәлем беретін абалақ-бахадұр-сұлтан ) ат шапқан, жамбы атқан ұлан-асыр той жасады","ілкіде тірлігі, барлығы мәлім болғанда, көшек сұлтан ( көшек сұлтанның атынан абалақ, қазақ жерінің қолқа-жүрегі ұлытауға орныққан, алты арыстың атаусыз әміріне [MASK] ханның өзі тағынан тұрып сәлем беретін абалақ-бахадұр-сұлтан ) ат шапқан, жамбы атқан ұлан-асыр той жасады","айналған,",","
"ұзын етшең мұрны төмен қарай салбырап біткен, ат жақты қара сұр кісі екен","ұзын етшең [MASK] төмен қарай салбырап біткен, ат жақты қара сұр кісі екен",мұрны,","
"тобықты уақтан тартып алған жерлер дегенді естіген, білген кедей-кепшік те бар","тобықты [MASK] тартып алған жерлер дегенді естіген, білген кедей-кепшік те бар",уақтан,##ң
"хан екенін танысымен, күз күніне лайық сұр зыбын, елтірі малақай киген суық өңді үш жігіт те үздік-создық аттан түсті","хан екенін танысымен, күз күніне лайық сұр зыбын, елтірі малақай киген суық өңді [MASK] жігіт те үздік-создық аттан түсті",үш,","
"және қысқартқанда сөзден мүлдем тыйылмайды, бос сөзге жаны құмар сөзуар, бір мақтанса түбі түскен шелектей бөсе беретін кеппе, әшейін, сөздің бетін ғана желдің өтінен бұра қояды","және [MASK] сөзден мүлдем тыйылмайды, бос сөзге жаны құмар сөзуар, бір мақтанса түбі түскен шелектей бөсе беретін кеппе, әшейін, сөздің бетін ғана желдің өтінен бұра қояды",қысқартқанда,бір
"досының екінші соққысы тигенде өзінің де қаны тасып, басына шыққаны сонша, сонсоң өне бойы қалшылдап, қарсы ұмтылғаны, ұп-ұзын құрдасын ішінен періп, ыңқ етіп ауырсына еңкейіп қалғанда, әскерде үйренген тәсілі бойынша көк желкеден ұрғаны, сонсоң өзі құламай тәлтіректеп тұрған жігіттің қылтасынан теуіп құлатып, құлап бара жатқан сәтінде секіріп барып қос аяқтап бөкседен тепкені, бұдан соң көзіне қан құйыла долданып, әлі құрып бүк түскен бейшара аманжанды бір теуіп кеткені тек ашуы сабасына түсіп, өлердей өкініп еді","досының екінші соққысы тигенде өзінің де қаны тасып, басына шыққаны сонша, сонсоң өне бойы қалшылдап, қарсы ұмтылғаны, ұп-ұзын құрдасын ішінен періп, ыңқ етіп ауырсына еңкейіп қалғанда, әскерде үйренген тәсілі [MASK] көк желкеден ұрғаны, сонсоң өзі құламай тәлтіректеп тұрған жігіттің қылтасынан теуіп құлатып, құлап бара жатқан сәтінде секіріп барып қос аяқтап бөкседен тепкені, бұдан соң көзіне қан құйыла долданып, әлі құрып бүк түскен бейшара аманжанды бір теуіп кеткені тек ашуы сабасына түсіп, өлердей өкініп еді",бойынша,","
"лабораториядан, немесе кітапханадан оралған беті","лабораториядан, [MASK] кітапханадан оралған беті",немесе,немесе
"громоотвод ( жай тартатынды ) шығарған бенжамин фpaнклиннiң жаны спириттерге келіп, спиритизм жайын үйретеді дейді","громоотвод ( жай тартатынды ) шығарған бенжамин фpaнклиннiң жаны [MASK] келіп, спиритизм жайын үйретеді дейді",спириттерге,##бына
"қызу талқылауларға қарамастан, гендік технологияның соңғы жетістіктерінің ақиқаты мен салдары табалдырығымызға келіп тұрғанына қарамастан, біз оны қолға алуға әлі дайын емеспіз","қызу талқылауларға қарамастан, гендік технологияның соңғы жетістіктерінің ақиқаты мен салдары табалдырығымызға келіп тұрғанына қарамастан, біз [MASK] қолға алуға әлі дайын емеспіз",оны,##дің
еламан өзінен әмір күтіп тұрған жігіттерді көзімен шолып өтті: − қарсыласпалық,еламан өзінен әмір күтіп тұрған жігіттерді [MASK] шолып өтті: − қарсыласпалық,көзімен,","
"ақыр аяғында: « мұның бәрі шын болса, басқалар неге көңіл аудармайды","ақыр аяғында: « мұның бәрі [MASK] болса, басқалар неге көңіл аудармайды",шын,бар
"жалындап ұмтылған офицер суға түсер деп барлық жан сескене үн қатып, қадала қалғанда, ол дік етіп барып, паромның шетіне аяқ ұшымен ілінді","жалындап ұмтылған офицер [MASK] түсер деп барлық жан сескене үн қатып, қадала қалғанда, ол дік етіп барып, паромның шетіне аяқ ұшымен ілінді",суға,##тер
"қарамағындағы бес жүз сарбазын ертіп, асқа дайындалып жатқан ауылдың, қойға шапқан қасқырдай, бір шетінен тиген","қарамағындағы бес жүз сарбазын ертіп, асқа дайындалып жатқан ауылдың, қойға шапқан қасқырдай, [MASK] шетінен тиген",бір,жер
"әкесi абайға: "" тез қайтсын","әкесi [MASK] "" тез қайтсын",абайға:,##н
кешеден бергі « әттеген-айдың,кешеден [MASK] « әттеген-айдың,бергі,-
"қазақтың содан бергі жиыны әңгірең бойындағы ханабадта, ханабадтағы күлтөбеде әтетін болды","қазақтың содан бергі жиыны әңгірең бойындағы ханабадта, ханабадтағы [MASK] әтетін болды",күлтөбеде,##н
"енді ол сілкініп бой жиып, атын тебініп көріп еді, еті ояздаған және күнұзын ішіне бір тал шөп түспеген сұр айғыр барлығып қалған екен","енді ол сілкініп бой жиып, атын тебініп көріп еді, еті ояздаған және күнұзын [MASK] бір тал шөп түспеген сұр айғыр барлығып қалған екен",ішіне,##ған
"бір күн дүйсен: — қара тәмпіш, мектепте жағырапия пәнін сүйетіп бе едің",бір күн дүйсен: — қара [MASK] мектепте жағырапия пәнін сүйетіп бе едің,"тәмпіш,",қара
"ал менің әкем үндемейді, немесе аз сөйлеуді калайды","ал [MASK] әкем үндемейді, немесе аз сөйлеуді калайды",менің,аз
"олардың бәрі жер аумақтарын едәуір кеңейтіп, демографиялық және экономикалық өсімге жетті","олардың [MASK] жер аумақтарын едәуір кеңейтіп, демографиялық және экономикалық өсімге жетті",бәрі,және
"ойда жоқта, қақ қастарынан шыққан тың дастанның бар адамы, бар құбылысы кеше ғана өздерін қайғыртқан шер-сорымен, енді, тіпті, жақын кеп бар жүректі бүріп қысып әкеткендей","ойда жоқта, қақ [MASK] шыққан тың дастанның бар адамы, бар құбылысы кеше ғана өздерін қайғыртқан шер-сорымен, енді, тіпті, жақын кеп бар жүректі бүріп қысып әкеткендей",қастарынан,##ыт
"шаңырақ мүйіз кербұғы жалт етіп жалтара қашқанда, ақ көйлекті жігіт ізінше қуа жөнеліп, құйрық тістесе оқшауланып барады екен","шаңырақ [MASK] кербұғы жалт етіп жалтара қашқанда, ақ көйлекті жігіт ізінше қуа жөнеліп, құйрық тістесе оқшауланып барады екен",мүйіз,##тың
"жәбікен әйелімен екеуі осы қалада жұрт аузына жиналған сөзді сұқтанып, шошынып айтысады",жәбікен әйелімен екеуі осы қалада жұрт аузына жиналған сөзді [MASK] шошынып айтысады,"сұқтанып,",","
"ол, тіпті әрбір жаңа ісін тек сәрсенбі күндері ғана бастайтын, ал жұма күндері жұмысқа амалсыз ғана келіп жүретін кісілер барын білетін","ол, тіпті әрбір жаңа ісін тек сәрсенбі күндері ғана бастайтын, ал жұма күндері [MASK] амалсыз ғана келіп жүретін кісілер барын білетін",жұмысқа,ғана
"бүгін кешке — күн ұзақ, бақтарын сынап зымырап, намаздыгер болғанда көмбеге қайта жетеді, ал, көріңдер, көріңдер, аттарға бата беріңдер, тілейтінің қай ру, еститінің қай ұран, алыстан құлақ тосыңдар, туысың бар, досың бар тұлпарын шын тілеңдер, аруақтың атымен, сүйегіңнің затымен, ал, жебеңдер, жебеңдер, көрмей қалдым демеңдер, міне шықты кілең ер","бүгін кешке — күн ұзақ, бақтарын сынап зымырап, намаздыгер болғанда көмбеге қайта жетеді, ал, көріңдер, көріңдер, аттарға бата беріңдер, тілейтінің қай ру, еститінің қай ұран, алыстан құлақ тосыңдар, туысың бар, досың бар тұлпарын шын тілеңдер, аруақтың атымен, сүйегіңнің затымен, ал, жебеңдер, жебеңдер, көрмей [MASK] демеңдер, міне шықты кілең ер",қалдым,","
"солтан да түсін жылытып, жеңген, кешірген ыңғай сездірді","солтан да түсін [MASK] жеңген, кешірген ыңғай сездірді","жылытып,",","
"семейдегі жұмыстарын бітіріп, ырымшыл достоевскийдің қайыққа мінуін ұнатпауына қарамай, « ыққа қарай тез жүріп, омбыға тез жетеді » деген баркаспен кейін қайтуға жиналған шоқанның достоевскиймен айрылысуы өте ауыр болды","семейдегі жұмыстарын бітіріп, ырымшыл достоевскийдің қайыққа мінуін ұнатпауына қарамай, « ыққа [MASK] тез жүріп, омбыға тез жетеді » деген баркаспен кейін қайтуға жиналған шоқанның достоевскиймен айрылысуы өте ауыр болды",қарай,##ға
"кенет бір суық ой жүрегіне шауып, мына ығы - жығы халықтың, жаңағы мұртты полисейдің өп-өтірік түк білмегенсіп теріс қарап тұрғаны тегін емес сияқтанды","кенет бір суық ой жүрегіне шауып, мына ығы - жығы халықтың, жаңағы мұртты полисейдің өп-өтірік [MASK] білмегенсіп теріс қарап тұрғаны тегін емес сияқтанды",түк,##ке
солай емес пе,солай [MASK] пе,емес,-
"әне сонда сорлы ана баласынан біржолата күдер үзіп, ақ мамасы қара тасқа айналып, ендігі жерде өлімнен де қорықпай, ажал қашан келсе де аялдамай, алаңдамай, артына қарайламай, сол зұлматты қарсы алар еді","әне сонда сорлы ана баласынан біржолата [MASK] үзіп, ақ мамасы қара тасқа айналып, ендігі жерде өлімнен де қорықпай, ажал қашан келсе де аялдамай, алаңдамай, артына қарайламай, сол зұлматты қарсы алар еді",күдер,##н
"осыншалық екі қолы артына сыймай зерігіп, жалғызсырап көрген жоқты","осыншалық екі қолы [MASK] сыймай зерігіп, жалғызсырап көрген жоқты",артына,","
мен қапысыз шапшаңдықты тілеймін,мен [MASK] шапшаңдықты тілеймін,қапысыз,-
бiздiң халқымыз ол туралы,бiздiң халқымыз [MASK] туралы,ол,(
"дәл осы жерде, баяғыда, біздің бала күнімізде, орынбай дейтін ақсақал кісі екі балдағын екі жағына қойып, темекі сатып отырар еді","дәл осы [MASK] баяғыда, біздің бала күнімізде, орынбай дейтін ақсақал кісі екі балдағын екі жағына қойып, темекі сатып отырар еді","жерде,",##ның
сабын ол кездегі россияда ең қат нәрсенің бірі екен,сабын ол кездегі россияда [MASK] қат нәрсенің бірі екен,ең,","
"олар қайта-қайта сәтсіздікке ұшыраса да, өздеріне қажет дағдыны игеруге дайын","олар қайта-қайта сәтсіздікке ұшыраса да, [MASK] қажет дағдыны игеруге дайын",өздеріне,олардың
"сапырылыс, абыр-сабыр, үлкенді-кішілі жасақтардың бірі әлдеқайда аттанып жатса, екіншілері табын-табын сиыр айдап, азық-түлік, пішен тиелген шұбақ-шұбақ шана тартқызып, кері оралып жатыр","сапырылыс, [MASK] үлкенді-кішілі жасақтардың бірі әлдеқайда аттанып жатса, екіншілері табын-табын сиыр айдап, азық-түлік, пішен тиелген шұбақ-шұбақ шана тартқызып, кері оралып жатыр","абыр-сабыр,",яғни
"торсан қаршығалыдағы жылқыны өз еліне қарай аударып алса, әсіресе, жиырма жылдан бері сол қосты бағып, қағып келген күрлеуіттің жылқышыларын қудырып жіберсе, бұл қайдан жай болсын","торсан қаршығалыдағы [MASK] өз еліне қарай аударып алса, әсіресе, жиырма жылдан бері сол қосты бағып, қағып келген күрлеуіттің жылқышыларын қудырып жіберсе, бұл қайдан жай болсын",жылқыны,##н
"ол әлі де ләйланы жұмарлай астына басып, көзін шарасынан шығардай шекшитіп, алкымын сығымдап жатқан","ол әлі де ләйланы жұмарлай [MASK] басып, көзін шарасынан шығардай шекшитіп, алкымын сығымдап жатқан",астына,##п
"делбе ұстап отырған қызыл бет, қаба сақал тоқ кісі тұрардың айтқанына көнбей, аттарға қамшы баса бергенде, тұрар божыны тартып қалып, жан қалтасынан револьверді суырып алды","делбе ұстап отырған қызыл бет, қаба сақал тоқ кісі тұрардың айтқанына көнбей, аттарға қамшы баса [MASK] тұрар божыны тартып қалып, жан қалтасынан револьверді суырып алды","бергенде,",","
"енді « недоймке », « қарашығын » бұларға да түскендіктен сорлы кемпір не қыларын білмейді","енді « недоймке », « қарашығын » бұларға [MASK] түскендіктен сорлы кемпір не қыларын білмейді",да,қарсы
"жас кезінде жазылса да жадыңа жазылып қалатын « арысын тосып әлі отыр », « жесірлер » топтама әңгімелері ше","жас кезінде жазылса да жадыңа жазылып қалатын « арысын тосып [MASK] отыр », « жесірлер » топтама әңгімелері ше",әлі,","
"себебі одан айырылып, ұятқа қалуың мүмкін","себебі одан айырылып, ұятқа [MASK] мүмкін",қалуың,##уы
"ара-арасынан булығып, сыздықтап шыққан көк ала түтін","ара-арасынан булығып, сыздықтап шыққан [MASK] ала түтін",көк,.
